age_1,age_2
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,17
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,18
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
[17;31[,19
